schema_version,sku,label,category,unit,min_stock,published_at,line_number,rejection_reason
1.0,SKU-00297,L'avantage d'évoluer avant-tout,CLOTHING,KG,10,2024-01-06T00:00:00,299,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00298,La liberté d'atteindre vos buts plus facilement,FOOD,BOX,39,2024-01-22T00:00:00,300,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00299,L'assurance d'atteindre vos buts à l'état pur,ELEC,BOX,37,2024-01-05T00:00:00,301,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00300,Le confort d'avancer à l'état pur,ELEC,BOX,40,2024-01-09T00:00:00,302,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00301,La possibilité de louer de manière efficace,CLOTHING,L,42,2024-01-01T00:00:00,303,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00302,Le confort d'avancer en toute tranquilité,CLOTHING,L,43,2024-01-18T00:00:00,304,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00303,La possibilité de rouler à l'état pur,ELEC,PCS,28,2024-01-31T00:00:00,305,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00304,L'avantage d'évoluer sans soucis,TOOLS,L,40,2024-01-31T00:00:00,306,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00305,Le confort d'évoluer plus facilement,CLOTHING,L,29,2024-01-28T00:00:00,307,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00306,Le droit de rouler autrement,TOOLS,KG,24,2024-01-28T00:00:00,308,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00307,La liberté de changer naturellement,CLOTHING,PCS,15,2024-01-13T00:00:00,309,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00308,Le droit de changer à la pointe,OTHER,L,36,2024-01-10T00:00:00,310,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00309,L'art de concrétiser vos projets naturellement,TOOLS,PCS,42,2024-01-13T00:00:00,311,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00310,Le pouvoir d'atteindre vos buts plus facilement,TOOLS,PCS,36,2024-01-28T00:00:00,312,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00311,La possibilité d'avancer à sa source,FOOD,BOX,18,2024-01-25T00:00:00,313,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00312,L'assurance d'avancer de manière sûre,ELEC,L,14,2024-01-21T00:00:00,314,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00313,L'assurance de concrétiser vos projets à la pointe,ELEC,L,43,2024-01-25T00:00:00,315,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00314,L'art de rouler autrement,ELEC,PCS,40,2024-01-21T00:00:00,316,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00315,Le confort d'évoluer de manière efficace,FOOD,L,50,2024-01-15T00:00:00,317,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00316,Le droit d'évoluer de manière sûre,FOOD,L,46,2024-01-05T00:00:00,318,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00317,Le droit de rouler plus rapidement,FOOD,L,20,2024-01-24T00:00:00,319,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00318,La possibilité d'atteindre vos buts plus rapidement,CLOTHING,KG,12,2024-01-05T00:00:00,320,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00319,L'avantage de rouler à l'état pur,OTHER,L,33,2024-01-17T00:00:00,321,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00320,Le confort d'innover autrement,TOOLS,KG,16,2024-01-30T00:00:00,322,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00321,Le confort d'avancer à la pointe,CLOTHING,L,47,2024-01-28T00:00:00,323,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00322,Le plaisir de rouler autrement,TOOLS,PCS,29,2024-01-31T00:00:00,324,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00323,L'art de changer à sa source,FOOD,KG,48,2024-01-31T00:00:00,325,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00324,L'avantage de louer plus facilement,ELEC,BOX,35,2024-01-12T00:00:00,326,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00325,La liberté de concrétiser vos projets à sa source,FOOD,BOX,0,2024-01-09T00:00:00,327,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00326,La liberté d'évoluer de manière sûre,OTHER,PCS,29,2024-01-12T00:00:00,328,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00327,Le plaisir de concrétiser vos projets de manière efficace,TOOLS,BOX,40,2024-01-31T00:00:00,329,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00328,La possibilité de concrétiser vos projets en toute tranquilité,TOOLS,PCS,43,2024-01-08T00:00:00,330,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00329,La liberté de changer en toute tranquilité,CLOTHING,PCS,39,2024-01-29T00:00:00,331,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00330,L'art d'atteindre vos buts autrement,OTHER,L,39,2024-01-08T00:00:00,332,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00331,Le pouvoir de louer plus facilement,FOOD,BOX,44,2024-01-10T00:00:00,333,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00332,Le droit de louer de manière sûre,CLOTHING,PCS,8,2024-01-02T00:00:00,334,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00333,Le plaisir d'atteindre vos buts plus rapidement,FOOD,L,31,2024-01-04T00:00:00,335,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00334,L'avantage d'évoluer à la pointe,FOOD,KG,34,2024-01-05T00:00:00,336,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00335,L'art d'avancer plus rapidement,CLOTHING,BOX,23,2024-01-22T00:00:00,337,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00336,La liberté d'innover en toute tranquilité,OTHER,BOX,37,2024-01-24T00:00:00,338,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00337,L'avantage d'atteindre vos buts plus facilement,ELEC,BOX,41,2024-01-04T00:00:00,339,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00338,L'art de concrétiser vos projets de manière efficace,CLOTHING,BOX,17,2024-01-02T00:00:00,340,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00339,L'avantage d'atteindre vos buts en toute tranquilité,TOOLS,KG,28,2024-01-15T00:00:00,341,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00340,Le plaisir d'atteindre vos buts avant-tout,ELEC,L,6,2024-01-22T00:00:00,342,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00341,La liberté de louer avant-tout,TOOLS,L,3,2024-01-13T00:00:00,343,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00342,L'avantage de rouler sans soucis,TOOLS,KG,7,2024-01-31T00:00:00,344,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00343,La liberté de concrétiser vos projets avant-tout,CLOTHING,PCS,42,2024-01-07T00:00:00,345,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00344,Le droit d'avancer sans soucis,OTHER,PCS,3,2024-01-26T00:00:00,346,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00345,La possibilité de louer autrement,TOOLS,KG,8,2024-01-26T00:00:00,347,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00346,La possibilité d'avancer en toute tranquilité,OTHER,KG,4,2024-01-27T00:00:00,348,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00347,Le droit de changer sans soucis,OTHER,KG,37,2024-01-07T00:00:00,349,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00348,Le droit de changer plus rapidement,ELEC,L,49,2024-01-05T00:00:00,350,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00349,Le plaisir de concrétiser vos projets plus facilement,OTHER,PCS,17,2024-01-28T00:00:00,351,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00350,Le plaisir de louer à l'état pur,ELEC,KG,34,2024-01-09T00:00:00,352,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00351,Le plaisir d'innover en toute tranquilité,ELEC,PCS,42,2024-01-28T00:00:00,353,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00352,La liberté d'évoluer de manière sûre,FOOD,KG,0,2024-01-12T00:00:00,354,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00353,La possibilité de changer plus rapidement,ELEC,L,1,2024-01-06T00:00:00,355,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00354,Le confort de changer de manière sûre,TOOLS,PCS,8,2024-01-24T00:00:00,356,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00355,Le droit d'évoluer sans soucis,CLOTHING,PCS,47,2024-01-03T00:00:00,357,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00356,Le plaisir d'innover autrement,CLOTHING,BOX,49,2024-01-12T00:00:00,358,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00357,La possibilité d'atteindre vos buts de manière sûre,OTHER,PCS,28,2024-01-17T00:00:00,359,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00358,L'avantage d'avancer plus facilement,ELEC,PCS,46,2024-01-26T00:00:00,360,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00359,La liberté d'avancer naturellement,OTHER,L,29,2024-01-21T00:00:00,361,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00360,La liberté de louer plus facilement,FOOD,PCS,30,2024-01-28T00:00:00,362,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00361,Le confort d'atteindre vos buts à la pointe,CLOTHING,BOX,43,2024-01-04T00:00:00,363,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00362,Le plaisir d'évoluer en toute tranquilité,CLOTHING,BOX,4,2024-01-29T00:00:00,364,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00363,Le confort de louer à sa source,FOOD,L,38,2024-01-05T00:00:00,365,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00364,L'assurance de changer à l'état pur,FOOD,KG,17,2024-01-20T00:00:00,366,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00365,Le confort d'innover sans soucis,OTHER,L,24,2024-01-20T00:00:00,367,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00366,La possibilité d'évoluer sans soucis,OTHER,L,29,2024-01-17T00:00:00,368,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00367,La liberté de changer de manière sûre,OTHER,BOX,6,2024-01-26T00:00:00,369,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00368,L'avantage de rouler naturellement,FOOD,KG,27,2024-01-15T00:00:00,370,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00369,La liberté d'innover naturellement,ELEC,BOX,21,2024-01-27T00:00:00,371,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00370,La liberté d'atteindre vos buts en toute tranquilité,CLOTHING,BOX,26,2024-01-24T00:00:00,372,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00371,Le plaisir de rouler plus facilement,FOOD,L,27,2024-01-11T00:00:00,373,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00372,Le pouvoir de concrétiser vos projets naturellement,TOOLS,L,9,2024-01-22T00:00:00,374,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00373,L'art d'évoluer avant-tout,CLOTHING,PCS,5,2024-01-27T00:00:00,375,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00374,L'art d'atteindre vos buts plus facilement,FOOD,PCS,27,2024-01-04T00:00:00,376,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00375,La possibilité d'avancer avant-tout,TOOLS,KG,35,2024-01-02T00:00:00,377,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00376,Le droit d'avancer en toute tranquilité,OTHER,L,42,2024-01-04T00:00:00,378,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00377,Le droit de concrétiser vos projets naturellement,CLOTHING,L,42,2024-01-31T00:00:00,379,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00378,Le droit de rouler plus rapidement,CLOTHING,PCS,18,2024-01-20T00:00:00,380,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00379,L'avantage de louer de manière efficace,TOOLS,L,6,2024-01-19T00:00:00,381,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00380,L'assurance de concrétiser vos projets sans soucis,OTHER,KG,9,2024-01-22T00:00:00,382,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00381,Le pouvoir d'évoluer en toute tranquilité,CLOTHING,KG,6,2024-01-12T00:00:00,383,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00382,Le pouvoir de louer de manière efficace,OTHER,L,7,2024-01-25T00:00:00,384,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00383,Le plaisir d'atteindre vos buts à la pointe,TOOLS,KG,27,2024-01-28T00:00:00,385,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00384,Le confort d'avancer autrement,OTHER,PCS,38,2024-01-30T00:00:00,386,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00385,L'art de louer de manière sûre,TOOLS,PCS,11,2024-01-09T00:00:00,387,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00386,Le droit de concrétiser vos projets plus facilement,TOOLS,L,22,2024-01-01T00:00:00,388,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00387,L'art de louer plus facilement,ELEC,KG,36,2024-01-22T00:00:00,389,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00388,L'avantage d'innover sans soucis,CLOTHING,PCS,9,2024-01-24T00:00:00,390,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00389,La possibilité de concrétiser vos projets à sa source,FOOD,PCS,47,2024-01-17T00:00:00,391,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00390,Le droit de rouler avant-tout,ELEC,BOX,26,2024-01-15T00:00:00,392,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00391,La liberté d'avancer autrement,TOOLS,KG,23,2024-01-10T00:00:00,393,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00392,La liberté de rouler sans soucis,TOOLS,PCS,3,2024-01-05T00:00:00,394,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00393,L'assurance de changer à sa source,ELEC,PCS,43,2024-01-03T00:00:00,395,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00394,L'avantage de concrétiser vos projets plus facilement,TOOLS,BOX,42,2024-01-14T00:00:00,396,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
1.0,SKU-00395,Le confort de changer de manière efficace,CLOTHING,BOX,26,2024-01-09T00:00:00,397,"1 validation error for CatalogueRecordV1
schema_version
  Input should be '1.0' [type=literal_error, input_value=1.0, input_type=float]
    For further information visit https://errors.pydantic.dev/2.10/v/literal_error"
